;nofiness;rs;rslongue;complrs;numvoie;typvoie;voie;compvoie;compldistrib;lieuditbp;commune;ligneacheminement;departement;libdepartement;telephone;statutjuridique;libstatutjuridique;categetab;libcategetab;siren;codeape;datecrea
structureej;910012434;PHARMACIE SHEIK HOOSSAIN;PHARMACIE SHEIK HOOSSAIN;;2;AV;CHARLIE CHAPLIN;;;;549;91700 STE GENEVIEVE DES BOIS;91;ESSONNE;160154921;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;831342654;;06/06/2008
structureej;910012467;PHARMACIE DE LA GARE DE SAINTE GENEVE;PHARMACIE DE LA GARE DE SAINTE GENEVE;;3;PL;du Pdt Franklin Roosevelt;;;;549;91700 STE GENEVIEVE DES BOIS;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;797520699;;28/02/2025
structureej;910012483;PHARMACIE DU DONJON;PHARMACIE DU DONJON;;9;AV;DU REGIMENT NORMANDIE NIEME;;;BP 79;549;91700 STE GENEVIEVE DES BOIS;91;ESSONNE;160151184;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;503284259;;20/10/1956
structureej;910012517;SELARL PHARMACIE DES FEES;SELARL PHARMACIE DES FEES;;17;R;ROGER VAILLANT;;;;549;91700 STE GENEVIEVE DES BOIS;91;ESSONNE;160151446;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;489608992;;09/08/1961
structureej;910012533;PHARMACIE DANG;PHARMACIE DANG;;105;AV;DU PRESIDENT ALLENDE;;;;549;91700 STE GENEVIEVE DES BOIS;91;ESSONNE;160150303;70;Personne Physique;;;449222645;;25/01/1955
structureej;910012566;PHARMACIE YEN;PHARMACIE YEN;;20;AV;GABRIEL PERI;;;;549;91700 STE GENEVIEVE DES BOIS;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;833608318;;31/05/1944
structureej;910012616;PHARMACIE EL OMARI;PHARMACIE EL OMARI;;1;AV;SALVADOR ALLENDE;B;;;552;91180 ST GERMAIN LES ARPAJON;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;501787246;;19/06/2019
structureej;910012673;PHARMACIE DU CENTRE;PHARMACIE DU CENTRE;;1;AV;Avenue du général de GAULLE;;;;553;91250 ST GERMAIN LES CORBEIL;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;803518380;;19/02/2022
structureej;910012707;PHIE PRINCIPALE DU BOIS DES ROCHES;PHIE PRINCIPALE DU BOIS DES ROCHES;;;;;;;;570;91240 ST MICHEL SUR ORGE;91;ESSONNE;169251653;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;914905245;;20/03/1973
structureej;910012723;PHARMACIE HAMANI;PHARMACIE HAMANI;;;;;;;;570;91240 ST MICHEL SUR ORGE;91;ESSONNE;160152283;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;811477728;;05/11/1968
structureej;910012756;PHARMACIE BERLIOZ;PHARMACIE BERLIOZ;;34;R;Berlioz;;;;570;91240 ST MICHEL SUR ORGE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;837607183;;18/02/2022
structureej;910012772;PHARMACIE BENDELAC;PHARMACIE BENDELAC;;;R;BOIELDIEU;;;;570;91240 ST MICHEL SUR ORGE;91;ESSONNE;160165717;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;522856152;;17/07/1981
structureej;910012806;PHARMACIE KAID ALI;PHARMACIE KAID ALI;;30;AV;DE BRETIGNY;;;;570;91240 ST MICHEL SUR ORGE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;903154599;;28/06/1967
structureej;910012855;PHARMACIE CENTRALE DE SAINT MICHEL;PHARMACIE CENTRALE DE SAINT MICHEL;;69;R;de Montlhéry;;;;570;91240 ST MICHEL SUR ORGE;91;ESSONNE;169010710;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;829165398;;06/01/2021
structureej;910012905;PHARMACIE ROFFE;PHARMACIE ROFFE;;;RTE;DE LIEUSAINT;;;;573;91280 ST PIERRE DU PERRAY;91;ESSONNE;160757461;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;791604192;;06/03/1986
structureej;910012954;SELARL TADBIRI-BOUKHIR;SELARL TADBIRI-BOUKHIR;;92;;GRANDE RUE;;;;577;91250 SAINTRY SUR SEINE;91;ESSONNE;160754133;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;920314424;;19/05/1971
structureej;910012970;PHARMACIE DECLERT;PHARMACIE DECLERT;;124;RTE;DE MELUN;;;;577;91250 SAINTRY SUR SEINE;91;ESSONNE;;70;Personne Physique;;;530052000;;24/09/1991
structureej;910013002;PHARMACIE MORISSEAU;PHARMACIE MORISSEAU;;7;R;DE LA LIBERATION;;;;579;91770 ST VRAIN;91;ESSONNE;;70;Personne Physique;;;351671714;;18/09/1970
structureej;910013036;PHARMACIE COLLARD-SKURA;PHARMACIE COLLARD-SKURA;;14;R;DE LA DIVISION LECLERC;;;;587;91160 SAULX LES CHARTREUX;91;ESSONNE;164489996;70;Personne Physique;;;479503013;;09/12/2020
structureej;910013051;PHARMACIE GAYE;PHARMACIE GAYE;;1;AV;HENRI OUZILLEAU;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;;72;Société A Responsabilité Limitée (S.A.R.L.);;;792624538;;29/10/1962
structureej;910013101;PHARMACIE  CENTRALE;PHARMACIE  CENTRALE;;28;BD;ARISTIDE BRIAND;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;185125182;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;844582155;;02/11/1943
structureej;910013135;PHARMACIE MALLERONI;PHARMACIE MALLERONI;;104;BD;ARISTIDE BRIAND;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169963128;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;503520041;;25/06/1957
structureej;910013150;PHARMACIE JOUVE;PHARMACIE JOUVE;;293;BD;ARISTIDE BRIAND;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169963166;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;518106216;;18/04/1955
structureej;910013168;EVRY;;;35;BD;DECAUVILLE;;;;228;91000 EVRY COURCOURONNES;91;ESSONNE;169360260;95;Société par Actions Simplifiée (S.A.S.);;;450646047;8730A;01/12/2005
structureej;910013200;PHARMACIE THAI;PHARMACIE THAI;;84;AV;CHARLES DE GAULLE;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169059680;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;487791881;;10/02/1944
structureej;910013234;PHARMACIE DES ECOLES;PHARMACIE DES ECOLES;;6;AV;DES ECOLES;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;918900598;;05/04/1957
structureej;910013267;PHARMACIE HARMANT - MICHEL;PHARMACIE HARMANT - MICHEL;;2;PL;DE LA GARE;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169050243;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;753429240;;12/02/1969
structureej;910013283;PHARMACIE DU MARCHÉ;PHARMACIE DU MARCHÉ;;4;R;LOUIS JACQUES MEZARD;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169443787;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;414561993;;02/12/1943
structureej;910013317;SELARL TORTI;SELARL TORTI;;6;R;DES ROSSAYS;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169052881;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;848638987;;02/11/1943
structureej;910013366;PHARMACIE DE SOISY SUR ECOLE;PHARMACIE DE SOISY SUR ECOLE;;2;R;DE LA CROIX BUSSIERE;;;;599;91840 SOISY SUR ECOLE;91;ESSONNE;164980734;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;448719542;;20/07/2011
structureej;910013382;PHARMACIE RABADEUX;PHARMACIE RABADEUX;;;;;;;;600;91450 SOISY SUR SEINE;91;ESSONNE;160752781;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;819124678;;06/07/1979
structureej;910013416;PHARMACIE ZINCK;PHARMACIE ZINCK;;11;BD;DE VANDEUL;;;;600;91450 SOISY SUR SEINE;91;ESSONNE;160750034;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;824875322;;30/09/1958
structureej;910013432;PHARMACIE MAZENC-OUCH;PHARMACIE MAZENC-OUCH;;14;R;DE LA LIBERATION;;;;631;91480 VARENNES JARCY;91;ESSONNE;;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;534526124;;31/05/1989
structureej;910013457;PHARMACIE PHAM;PHARMACIE PHAM;;;;;;;;645;91370 VERRIERES LE BUISSON;91;ESSONNE;169203401;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;842684714;;04/11/1983
structureej;910013473;PHARMACIE DU MARCHE;PHARMACIE DU MARCHE;;;PL;CHARLES DE GAULLE;;;;645;91370 VERRIERES LE BUISSON;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;342236338;;31/05/2013
structureej;910013499;AMPHIA CONSEIL ET FORMATION;;;34;CRS;BLAISE PASCAL;;;;228;91043 EVRY CEDEX;91;ESSONNE;164979766;75;Autre Société;;;419280813;;22/01/2007
structureej;910013507;PHARMACIE MARIANNE;PHARMACIE MARIANNE;;81;R;D`ESTIENNE D`ORVES;;;;645;91370 VERRIERES LE BUISSON;91;ESSONNE;160139706;70;Personne Physique;;;538103284;;10/02/1955
structureej;910013556;PHARMACIE RENOU - DELOUIS;PHARMACIE RENOU - DELOUIS;;46;BD;DU MARECHAL FOCH;;;;645;91370 VERRIERES LE BUISSON;91;ESSONNE;169201233;71;Société en Nom Collectif (S.N.C.);;;489596593;;28/10/1969
structureej;910013572;PHARMACIE DU BUISSON;PHARMACIE DU BUISSON;;103;R;D ESTIENNE D'ORVES;;;;645;91370 VERRIERES LE BUISSON;91;ESSONNE;169530110;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;850670779;;07/03/1995
structureej;910013606;SELARL PHARMACIE LENOIR;SELARL PHARMACIE LENOIR;;56;R;DU GENERAL LECLERC;;;;649;91710 VERT LE PETIT;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;321405672;;12/03/1951
structureej;910013622;PHARMACIE DU MARCHE;PHARMACIE DU MARCHE;;5;;PLACE ANATOLE FRANCE;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;169830027;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;844889840;;19/09/2011
structureej;910013671;PHARMACIE MARIN;PHARMACIE MARIN;;23;AV;HENRI BARBUSSE;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;169031552;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;789438165;;22/10/1980
structureej;910013705;PHARMACIE LOUATI;PHARMACIE LOUATI;;60;AV;HENRI BARBUSSE;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;831516877;;28/02/1973
structureej;910013721;PHARMACIE ROSSANALY;PHARMACIE ROSSANALY;;153;AV;HENRI BARBUSSE;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;169031748;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;899079511;;25/10/2012
structureej;910013770;PHARMACIE DU CENTRE COMMERCIAL;PHARMACIE DU CENTRE COMMERCIAL;;6;R;DE LA LONGUERAIE;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;169425965;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;479605248;;07/08/1984
structureej;910013820;PHARMACIE DAHER;PHARMACIE DAHER;;;PL;DU 14 JUILLET;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;831317094;;30/06/2009
structureej;910013887;PHARMACIE NGUYEN TAN;PHARMACIE NGUYEN TAN;;2;R;MOLIERE;;;;657;91270 VIGNEUX SUR SEINE;91;ESSONNE;169423073;71;Société en Nom Collectif (S.N.C.);;;497579110;;21/01/1983
structureej;910013903;PHARMACIE ABINAN;PHARMACIE ABINAN;;34;AV;DU 8 MAI 1945;;;;659;91100 VILLABE;91;ESSONNE;160861473;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;798479986;;25/09/1975
structureej;910013937;PHARMACIE DU CENTRE COMMERCIAL;PHARMACIE DU CENTRE COMMERCIAL;;;;;;;;659;91100 VILLABE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;451061105;;03/07/1995
structureej;910013952;SELARL PHARMACIE PARCHEMIN;SELARL PHARMACIE PARCHEMIN;;5;PL;GERARD NEVERS;;;;661;91140 VILLEBON SUR YVETTE;91;ESSONNE;160106914;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;508494325;;25/08/2014
structureej;910013986;SELARL GRANDE PHARMACIE VILLEBON;SELARL GRANDE PHARMACIE VILLEBON;;41;AV;DU GENERAL DE GAULLE;;;;661;91140 VILLEBON SUR YVETTE;91;ESSONNE;160104574;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;829139708;;03/12/1954
structureej;910014000;PHARMACIE DE LA HAUTE ROCHE;PHARMACIE DE LA HAUTE ROCHE;;4;R;HENRI DUNANT;;;;661;91140 VILLEBON SUR YVETTE;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;487639841;;04/04/1966
structureej;910014034;PHARMACIE CENTRALE;PHARMACIE CENTRALE;;;;;;;;665;91620 LA VILLE DU BOIS;91;ESSONNE;164497284;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;512568775;;25/09/1985
structureej;910014067;PHARMACIE PRUVOST;PHARMACIE PRUVOST;;1;;GRANDE RUE;;;;665;91620 LA VILLE DU BOIS;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;910449974;;23/04/1954
structureej;910014083;PHARMACIE MINOSIO;PHARMACIE MINOSIO;;2;AV;PAUL DOUMER;;;;667;91360 VILLEMOISSON SUR ORGE;91;ESSONNE;169046303;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;821541158;;12/03/1951
structureej;910014117;PHARMACIE SAROT;PHARMACIE SAROT;;6;PL;DE LA LIBERATION;;;;667;91360 VILLEMOISSON SUR ORGE;91;ESSONNE;169040515;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;812603355;;10/11/1980
structureej;910014133;SELAS PHARMACIE FOENKINOS;SELAS PHARMACIE FOENKINOS;;2;R;EMILE FONTAINE;;;;685;91700 VILLIERS SUR ORGE;91;ESSONNE;160156209;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;910844752;;23/11/1970
structureej;910014166;PHARMACIE JORDI;PHARMACIE JORDI;;69;AV;DU COMMANDANT BARRE;;;;687;91170 VIRY CHATILLON;91;ESSONNE;640929765;70;Personne Physique;;;354025074;;26/11/1970
structureej;910014182;SELARL PHARMACIE DES ECOLES;SELARL PHARMACIE DES ECOLES;;27;R;DANIELLE CASANOVA;;;;687;91170 VIRY CHATILLON;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;753031111;;12/07/2023
structureej;910014216;PHARMACIE DE L'ESPLANADE;PHARMACIE DE L'ESPLANADE;;16;AV;de la Grande Borne;;;;687;91170 VIRY CHATILLON;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;953768744;;17/02/2023
structureej;910014232;PHARMACIE KLEIN;PHARMACIE KLEIN;;28;RTE;de Grigny;;;;687;91170 VIRY CHATILLON;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;840562524;;28/10/2020
structureej;910014273;PHARMACIE VELLARD - ROQUES;PHARMACIE VELLARD - ROQUES;;19;BD;Meder;;;;687;91170 VIRY CHATILLON;91;ESSONNE;169444594;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;491284873;;10/07/2007
structureej;910014299;PHARMACIE BENOIT-MOTHE;PHARMACIE BENOIT-MOTHE;;8;R;CHARLES DE GAULLE;;;;471;91400 ORSAY;91;ESSONNE;169286359;70;Personne Physique;;;334436094;;19/02/2007
structureej;910014323;PHARMACIE BOIDEL;PHARMACIE BOIDEL;;56;AV;JEAN MERMOZ;;;;687;91170 VIRY CHATILLON;91;ESSONNE;169243116;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;483442455;;27/07/1959
structureej;910014372;PHARMACIE SHIMI;PHARMACIE SHIMI;;21;AV;DE PROVENCE;;;;687;91170 VIRY CHATILLON;91;ESSONNE;169243423;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;415058239;;26/01/2005
structureej;910014406;PHARMACIE ORSOLLE-TYBERG;PHARMACIE ORSOLLE-TYBERG;;1;PL;RENE COTY;;;;687;91170 VIRY CHATILLON;91;ESSONNE;169052830;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;794806372;;08/01/1943
structureej;910014422;PHARMACIE HOBEIKA;PHARMACIE HOBEIKA;;2;CHE;DE LA VALLEE;;;;689;91320 WISSOUS;91;ESSONNE;169302191;70;Personne Physique;;;421788944;;21/10/1976
structureej;910014455;SELARL PHARMACIE CHAUVIN-HAMEAU;SELARL PHARMACIE CHAUVIN-HAMEAU;;19;RTE;D ANTONY CHARLES DE GAULLE;;;;689;91320 WISSOUS;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;948635727;;08/06/1956
structureej;910014505;PHARMACIE TRAN MANH;PHARMACIE TRAN MANH;;59;AV;PASTEUR;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;503245532;;19/12/1957
structureej;910014521;PHARMACIE LEGER;PHARMACIE LEGER;;22;R;CHARLES DE GAULLE;;;;691;91330 YERRES;91;ESSONNE;169485062;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;843065079;;13/10/1943
structureej;910014554;PHARMACIE DE L'ÉGLISE DE YERRES;PHARMACIE DE L'ÉGLISE DE YERRES;;2;R;DE L EGLISE   32 R CHARLES;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;343198040;;07/10/1943
structureej;910014570;SELARL PHARMACIE LAAROUS;SELARL PHARMACIE LAAROUS;;107;R;de Concy;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;792330284;;16/11/2023
structureej;910014604;PHARMACIE BRUNET;PHARMACIE BRUNET;;9;PL;GAMBETTA;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;352127716;;22/10/1965
structureej;910014620;PHARMACIE DES ARCADES;PHARMACIE DES ARCADES;;;AV;DE LA GRANGE;;;;691;91330 YERRES;91;ESSONNE;169482961;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;511020588;;23/01/1978
structureej;910014679;EURL LES PARENTÈLES;EURL LES PARENTÈLES DE LA VILLE DU BOIS;;18;ALL;VICTOR HUGO;;;;665;91620 LA VILLE DU BOIS;91;ESSONNE;;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;492418983;8710A;21/09/2007
structureej;910014687;PHARMACIE  BROSSOLETTE;PHARMACIE  BROSSOLETTE;;61;R;PIERRE BROSSOLETTE;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;889977807;;25/09/1975
structureej;910014703;PHARMACIE DJOMTCHIA-TIENTCHEU;PHARMACIE DJOMTCHIA-TIENTCHEU;;2;R;PIERRE DE COUBERTIN;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;838020790;;03/01/1978
structureej;910014737;PHARMACIE GNAHO;PHARMACIE GNAHO;;2;R;du Maréchal Juin;;;;691;91330 YERRES;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;480319110;;15/12/2017
structureej;910014752;PHARMACIE  DUCHALET;PHARMACIE  DUCHALET;;;;;;;;692;91940 LES ULIS;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;822643672;;06/11/1974
structureej;910014786;PHARMACIE KHEDIMALLAH;PHARMACIE KHEDIMALLAH;;;AV;DE BOURGOGNE;;;;692;91940 LES ULIS;91;ESSONNE;169077920;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;892645615;;24/10/1969
structureej;910014851;PHARMACIE DES ULIS;PHARMACIE DES ULIS;;4;AV;DE BERRY;;;;692;91940 LES ULIS;91;ESSONNE;;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;348065384;;17/06/2013
structureej;910014901;SELAS PHARMACIE DE LA PYRAMIDE I;SELAS PHARMACIE DE LA PYRAMIDE I;;124;AV;DES CHAMPS LASNIERS;;;;692;91940 LES ULIS;91;ESSONNE;;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;342399474;;28/05/2015
structureej;910014919;UNION MUTUALISTE D'INITIATIVE SANTE;UMIS UNION MUTUALISTE D'INITIATIVE SANTE;;8;R;ROGER CLAVIER;;;;235;91700 FLEURY MEROGIS;91;ESSONNE;169256500;47;Société Mutualiste;;;493567523;6512Z;01/01/2008
structureej;910014950;PHARMACIE KUNARATNAM;PHARMACIE KUNARATNAM;;1;R;DES CAUSSES;B;;;692;91940 LES ULIS;91;ESSONNE;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;334035540;;17/01/2008
structureej;910014984;PHARMACIE CENTRALE DES ULIS;PHARMACIE CENTRALE DES ULIS;;;;;;;;692;91940 LES ULIS;91;ESSONNE;169071552;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;983150814;;06/01/1972
structureej;910015049;A.D.S.A MASSY;ASS. POUR LE DEVELOPPEMENT DES SERVICES D'AIDE À LA PERSONNE;;4;AV;DE FRANCE;;;BP 22;377;91301 MASSY CEDEX;91;ESSONNE;160139354;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;488358870;8810A;01/01/2006
structureej;910015288;SAS TAMIAS;SAS TAMIAS;;18;R;DE BOUSSY;;;;514;91480 QUINCY SOUS SENART;91;ESSONNE;169005656;95;Société par Actions Simplifiée (S.A.S.);;;353254600;8710A;09/03/1992
structureej;910015452;ASSOCIATION FONTAINE;;;65;R;DU GENERAL DE GAULLE;;;;405;91490 MILLY LA FORET;91;ESSONNE;164987137;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;402232599;8790A;01/01/2001
structureej;910015932;ASS DU CENTRE DENTAIRE DU VAL D'YERRES;ASSOCIATION DU CENTRE DENTAIRE DU VAL D'YERRES;;57;R;FREDERIC KOEHLER;;;;691;91330 YERRES;91;ESSONNE;610347573;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;422470898;8623Z;01/01/2001
structureej;910016518;GRETA DE LA RÉGION DE MASSY;;LYCÉE GÉNÉRAL TECHNOLOGIQUE;;;;;PARC DE VILGENIS;;377;91300 MASSY;91;ESSONNE;169537477;26;Autre Etablissement Public à Caractère Administratif;;;199107277;;16/09/2008
structureej;910016641;ASS MANDAT.GARDE MAINTIEN A DOMICILE;;;;SQ;DE LA MAIRIE;;HOTEL DE VILLE;;272;91190 GIF SUR YVETTE;91;ESSONNE;160127018;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;401972815;;01/01/2001
structureej;910016708;ASSOCIATION GESTION MARPA SENART;;;2;PL;LIEDERKE-BEAUFORT;;;;617;91250 TIGERY;91;ESSONNE;;61;Association Loi 1901 Reconnue d'Utilité Publique;;;502034895;;12/05/2006
structureej;910016724;ASS DOM' SERVICES;;;34;DOM;DU CHATEAU;;;;161;91380 CHILLY MAZARIN;91;ESSONNE;164489537;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;380115493;;01/01/2001
structureej;910016831;ASSOCIATION GARDES ET EMPLOIS FAMILIAU;;;41;AV;CHARLES DE GAULLE;;;;589;91600 SAVIGNY SUR ORGE;91;ESSONNE;169960040;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;393964937;8810A;01/01/2001
structureej;910016864;C.C.A.S.;;;;PL;ERRNEST PILLON;;;;339;91310 LINAS;91;ESSONNE;169801401;3;Commune;;;269100699;8899B;01/01/2001
structureej;910016898;SAS RÉSIDENCE LE CLAIR LOGIS;;;1;PL;DU 8 MAI 1945;;;;386;91540 MENNECY;91;ESSONNE;;95;Société par Actions Simplifiée (S.A.S.);;;478972300;;16/10/2008
structureej;910016906;ASSOCIATION RISSOISE POUR L'EMPLOI;;;24;R;DESPASSEREAUX;;;;521;91130 RIS ORANGIS;91;ESSONNE;169436544;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;403604770;8810A;01/01/2001
structureej;910016922;ASS AIDE A DOMICILE AUX PERS.AGEES;;;11;AV;DU PRESIDENT KENNEDY;;;;312;91430 IGNY;91;ESSONNE;169411017;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;785201690;8810A;01/01/2001
structureej;910016955;ASS RELAIS EMPLOI FAMILLE;;;14;R;GEORGES GUILPIN;;;;103;91220 BRETIGNY SUR ORGE;91;ESSONNE;169889775;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;401969464;9499Z;01/01/2001
structureej;910016971;ASSEV 91;;;9;R;D'AUVERGNE;;;;477;91120 PALAISEAU;91;ESSONNE;169311700;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;398774596;;01/01/2001
structureej;910016989;LA COLOMBE;ASSOCIATION LA COLOMBE;;10;RTE;DE BLANCHEFACE;;;;593;91530 SERMAISE;91;ESSONNE;164594598;61;Association Loi 1901 Reconnue d'Utilité Publique;;;485198840;8790B;04/04/2005
structureej;910017003;AADSM;ASSOCIATION D'AIDE A DOMICILE ET SERVICE MANDATAIRE;;2;R;DES PONTS;;;;433;91150 MORIGNY CHAMPIGNY;91;ESSONNE;164942348;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;330942715;;07/04/2003
structureej;910017060;ASSOCIATION AIMD;ASSOCIATION INTERCOMMUNALE DE MAINTIEN A DOMICILE;;;R;DU PRE BESNARD;;;;330;91510 LARDY;91;ESSONNE;160826050;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;321692493;8899B;01/01/2001
